,Wine.Color,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Class
1955,W,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,Good
1956,W,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,Good
1957,W,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,Good
1958,W,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,Bad
1959,W,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,Bad
1960,R,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,Good
1961,W,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,Good
1962,W,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,Bad
1963,W,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,Bad
1964,W,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,Good
1965,W,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,Good
1966,R,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,Good
1967,R,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,Good
1968,W,9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,Bad
1969,W,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,Bad
1970,W,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,Bad
1971,W,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,Good
1972,W,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,Bad
1973,W,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,Good
1974,R,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,Good
1975,W,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,Good
1976,W,7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,Good
1977,W,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,Bad
1978,R,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,Bad
1979,R,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,Bad
1980,W,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,Good
1981,W,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,Good
1982,W,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,Good
1983,W,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,Good
1984,W,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,Good
1985,W,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,Bad
1986,W,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,Good
1987,R,7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,Good
1988,W,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,Good
1989,W,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,Good
1990,W,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,Bad
1991,W,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,Bad
1992,W,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,Good
1993,W,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,Good
1994,R,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,Good
1995,W,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,Good
1996,W,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,Good
1997,W,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,Good
1998,R,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,Bad
1999,W,8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,Good
2000,R,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,Good
2001,W,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,Bad
2002,R,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,Bad
2003,R,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,Good
2004,W,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,Bad
2005,R,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,Good
2006,W,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,Bad
2007,R,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,Bad
2008,W,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,Good
2009,W,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,Bad
2010,W,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,Bad
2011,W,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,Good
2012,R,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,Bad
2013,W,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,Good
2014,W,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,Good
2015,W,7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,Bad
2016,W,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,Good
2017,R,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,Good
2018,W,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,Bad
2019,W,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,Bad
2020,W,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,Good
2021,W,6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6,Good
2022,R,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,Bad
2023,W,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,Good
2024,W,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,Good
2025,W,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,Good
2026,W,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,Good
2027,W,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,Bad
2028,W,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,Good
2029,W,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,Bad
2030,W,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,Bad
2031,W,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,Good
2032,R,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,Good
2033,W,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,Good
2034,W,7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,Bad
2035,W,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,Good
2036,W,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,Good
2037,W,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,Bad
2038,W,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,Bad
2039,W,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,Bad
2040,W,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,Good
2041,R,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,Bad
2042,W,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,Bad
2043,W,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,Bad
2044,W,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,Good
2045,R,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,Bad
2046,R,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,Bad
2047,W,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,Good
2048,W,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,Bad
2049,W,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,Good
2050,R,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,Good
2051,W,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,Bad
2052,R,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,Bad
2053,W,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,Bad
2054,W,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,Bad
2055,R,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,Bad
2056,W,8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,Bad
2057,R,8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,Bad
2058,W,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,Good
2059,W,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,Bad
2060,R,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,Good
2061,W,8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,Bad
2062,R,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,Bad
2063,W,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,Good
2064,W,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,Bad
2065,R,9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,Good
2066,W,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,Bad
2067,W,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,Good
2068,R,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,Bad
2069,R,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,Bad
2070,W,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,Good
2071,R,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,Good
2072,R,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,Good
2073,W,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,Bad
2074,R,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,Good
2075,W,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,Bad
2076,W,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,Bad
2077,W,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,Good
2078,W,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,Good
2079,W,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,Bad
2080,W,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,Bad
2081,W,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,Bad
2082,R,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,Bad
2083,W,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,Good
2084,W,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,Bad
2085,W,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,Good
2086,W,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,Good
2087,W,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,Bad
2088,R,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,Bad
2089,W,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,Bad
2090,W,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,Good
2091,R,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,Bad
2092,W,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,Good
2093,W,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,Good
2094,W,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,Good
2095,W,7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,Good
2096,W,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,Good
2097,W,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,Good
2098,W,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,Good
2099,W,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,Bad
2100,W,6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,Bad
2101,R,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,Bad
2102,R,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,Good
2103,W,6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,Bad
2104,R,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,Bad
2105,W,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,Good
2106,R,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,Bad
2107,W,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,Good
2108,W,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,Good
2109,W,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,Bad
2110,R,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,Good
2111,W,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,Bad
2112,R,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,Good
2113,W,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,Good
2114,R,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,Good
2115,W,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,Good
2116,W,7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,Bad
2117,R,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,Bad
2118,R,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,Bad
2119,W,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,Bad
2120,W,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,Bad
2121,W,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,Good
2122,W,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,Good
2123,W,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,Bad
2124,W,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,Good
2125,W,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,Bad
2126,W,6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,Bad
2127,W,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,Bad
2128,R,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,Good
2129,W,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,Bad
2130,R,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,Good
2131,W,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,Bad
2132,W,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Bad
2133,W,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,Good
2134,R,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,Good
2135,W,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,Good
2136,R,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,Good
2137,W,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,Bad
2138,W,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,Bad
2139,W,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,Bad
2140,R,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,Good
2141,R,6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,Bad
2142,W,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,Bad
2143,W,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,Good
2144,W,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,Good
2145,W,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,Bad
2146,W,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,Bad
2147,W,7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,Bad
2148,W,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,Bad
2149,W,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,Bad
2150,W,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,Good
2151,W,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,Bad
2152,W,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,Bad
2153,W,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,Good
2154,W,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,Good
2155,W,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,Bad
2156,W,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,Bad
2157,W,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,Bad
2158,R,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,Bad
2159,W,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,Bad
2160,W,7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,Good
2161,W,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,Bad
2162,R,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,Good
2163,R,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,Good
2164,W,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,Bad
2165,R,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,Bad
2166,R,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,Good
2167,W,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,Good
2168,W,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,Bad
2169,W,6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,Bad
2170,R,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,Good
2171,W,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,Good
2172,R,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,Bad
2173,W,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,Good
2174,W,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,Bad
2175,W,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,Bad
2176,R,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,Good
2177,W,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,Bad
2178,W,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,Bad
2179,W,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,Bad
2180,R,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,Bad
2181,W,6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,Good
2182,R,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,Bad
2183,W,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,Bad
2184,R,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,Bad
2185,W,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,Good
2186,W,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,Bad
2187,W,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,Good
2188,R,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,Bad
2189,R,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,Bad
2190,W,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,Bad
2191,W,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,Bad
2192,W,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,Bad
2193,R,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,Good
2194,W,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,Good
2195,R,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,Bad
2196,R,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,Bad
2197,W,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,Bad
2198,W,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,Good
2199,W,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,Good
2200,W,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,Good
2201,W,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,Bad
2202,W,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,Bad
2203,W,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,Bad
2204,R,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,Bad
2205,W,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,Good
2206,R,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,Good
2207,W,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,Bad
2208,W,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Bad
2209,W,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,Bad
2210,W,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,Good
2211,W,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,Good
2212,W,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,Bad
2213,R,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,Good
2214,W,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,Bad
2215,W,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,Bad
2216,W,8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,Good
2217,W,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,Bad
2218,R,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,Good
2219,W,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,Bad
2220,R,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,Good
2221,R,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,Bad
2222,W,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,Good
2223,W,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,Bad
2224,R,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,Bad
2225,W,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,Bad
2226,W,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,Bad
2227,W,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,Good
2228,W,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,Good
2229,W,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,Good
2230,R,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,Bad
2231,R,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,Bad
2232,W,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,Good
2233,R,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,Bad
2234,W,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,Good
2235,W,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,Bad
2236,W,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,Good
2237,W,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,Good
2238,W,5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,Bad
2239,W,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,Bad
